,index,AgeBins,Bldg Type,Gr Liv Area,Lot Frontage,Lot Area,Has2ndFloor,HasBasement,HasGarage,has_fireplace,Bedroom AbvGr,Kitchen AbvGr,Bathrooms,Overall Qual,SalePrice
1029,1236,2,1Fam,1283,70,7763,False,True,True,0,3,1,1.0,5,140000
1030,1237,3,1Fam,1176,74,8856,False,True,True,1,3,1,1.0,5,136500
1031,1238,2,1Fam,1440,82,9840,False,True,True,0,2,1,2.0,5,185000
1032,1239,2,1Fam,1261,76,9120,False,True,True,1,3,1,1.0,6,163000
1033,1240,2,1Fam,1570,90,13200,False,True,True,1,3,1,1.0,6,166800
1034,1241,3,1Fam,1196,72,9000,False,True,True,1,2,1,1.0,6,139000
1035,1242,3,1Fam,1392,80,11900,False,True,True,1,3,1,1.5,6,166000
1036,1243,2,1Fam,1080,75,9464,False,True,True,0,3,1,1.0,6,136000
1037,1244,3,1Fam,1104,75,10425,False,True,True,0,3,1,1.0,5,133000
1038,1245,3,1Fam,882,60,11556,False,True,True,0,2,1,1.0,5,116000
1039,1246,3,1Fam,1152,102,9373,False,True,True,0,3,1,1.5,5,137500
1040,1247,3,1Fam,950,74,12774,False,True,True,0,2,1,1.0,5,130000
1041,1248,3,1Fam,1790,95,14250,False,True,True,1,3,1,2.0,6,180000
1042,1251,3,1Fam,1764,71,8838,False,False,True,1,4,1,2.5,5,100000
1043,1253,3,Duplex,1824,76,12436,False,True,True,0,5,2,2.0,5,146000
1044,1254,3,1Fam,869,60,10122,False,False,True,0,1,1,1.0,4,89900
1045,1255,3,1Fam,1159,45,7506,True,True,True,0,3,1,1.0,5,114000
1046,1256,3,1Fam,1558,60,10930,True,True,True,1,3,1,1.5,5,140000
1047,1257,3,1Fam,672,60,5400,False,True,True,0,2,1,1.0,4,86900
1048,1258,3,1Fam,1436,60,10836,True,True,True,1,3,1,1.0,5,139000
1049,1259,3,2fmCon,1294,60,10800,True,False,False,0,3,2,2.0,4,106250
1050,1260,2,1Fam,1716,70,9247,True,True,True,1,4,1,1.5,6,171000
1051,1261,2,1Fam,1044,78,10180,False,True,True,1,3,1,1.5,5,139000
1052,1262,2,1Fam,1312,76,11355,False,True,True,1,3,1,1.5,7,186000
1053,1263,2,1Fam,1253,74,10920,False,True,True,1,2,1,1.5,6,157000
1054,1264,2,1Fam,1081,74,12929,False,True,True,0,3,1,1.0,6,148000
1055,1266,3,1Fam,910,74,8892,False,True,True,0,3,1,1.0,5,116000
1056,1268,3,1Fam,1048,60,7200,False,False,True,0,3,1,1.0,5,98300
1057,1269,2,1Fam,1507,70,7910,False,True,True,0,4,1,2.0,5,127000
1058,1270,2,1Fam,1256,80,8000,False,True,True,0,3,1,1.5,5,159000
1059,1271,2,1Fam,1027,80,8000,False,True,True,0,3,1,1.0,5,125900
1060,1272,2,1Fam,1269,70,7931,False,True,True,1,3,1,1.5,5,155000
1061,1273,3,1Fam,1320,60,8064,True,True,True,0,3,1,2.0,6,138000
1062,1274,3,1Fam,984,64,6390,False,True,True,0,2,1,1.0,6,112500
1063,1275,3,1Fam,832,59,7227,False,True,True,0,2,1,1.0,6,105500
1064,1276,3,1Fam,1278,60,7200,True,True,True,0,4,1,1.0,6,127500
1065,1278,3,1Fam,1588,60,7200,True,True,True,0,3,1,1.5,5,150000
1066,1279,3,1Fam,825,60,7200,False,True,True,0,2,1,1.0,5,109500
1067,1280,2,1Fam,1796,71,7056,True,True,True,1,4,1,1.5,6,140000
1068,1281,2,1Fam,1611,80,9760,True,True,True,0,4,1,1.5,6,167900
1069,1282,2,1Fam,1117,69,7590,False,True,True,0,3,1,1.0,5,136870
1070,1284,3,1Fam,764,30,5232,False,True,True,0,2,1,1.0,5,73000
1071,1285,3,1Fam,1539,60,10440,True,True,True,1,3,1,2.0,5,157500
1072,1286,3,1Fam,1323,57,9184,True,True,True,0,3,1,1.0,5,122600
1073,1287,3,1Fam,1360,80,4800,True,True,True,0,2,1,1.0,5,111000
1074,1289,3,1Fam,672,60,4800,False,True,True,0,2,1,1.0,5,64000
1075,1290,3,1Fam,1456,60,6000,True,True,True,0,4,1,1.5,6,139500
1076,1291,3,2fmCon,1594,63,11426,True,True,False,0,3,2,2.0,4,118000
1077,1292,0,1Fam,2082,63,11426,True,True,True,0,3,1,2.5,7,200000
1078,1293,3,1Fam,1656,63,7628,True,True,True,0,2,1,2.0,4,119164
1079,1294,3,1Fam,1740,81,7308,True,True,True,1,2,1,1.0,5,122250
1080,1295,3,1Fam,1027,60,5400,False,True,False,1,2,1,1.0,7,120000
1081,1296,3,2fmCon,1436,60,10800,True,True,True,1,3,2,2.0,6,155000
1082,1297,3,1Fam,899,60,6756,False,True,True,0,2,1,1.0,5,78000
1083,1298,3,1Fam,1080,44,5914,True,True,False,0,3,1,1.0,5,95000
1084,1299,3,1Fam,789,50,6000,False,True,True,0,2,1,1.0,5,115000
1085,1300,3,1Fam,1122,100,12000,False,True,True,0,2,1,1.0,5,147000
1086,1301,3,1Fam,1499,75,9000,True,True,True,1,3,1,1.0,5,140000
1087,1303,3,1Fam,928,50,6000,False,True,True,0,3,1,1.0,5,112500
1088,1304,3,1Fam,901,50,6000,False,True,True,0,2,1,1.0,4,107900
1089,1307,3,2fmCon,1627,69,9142,True,True,True,0,4,2,2.0,5,139500
1090,1308,3,1Fam,1416,100,12665,True,True,True,1,4,1,1.5,5,153900
1091,1309,3,1Fam,1450,53,5350,True,True,True,0,3,1,1.0,7,132000
1092,1311,3,1Fam,1017,69,9143,True,True,True,0,2,1,1.0,5,114000
1093,1312,3,2fmCon,2350,60,9600,True,True,True,0,4,2,2.0,5,130000
1094,1313,3,1Fam,2058,60,9600,True,True,True,1,3,1,1.5,6,129500
1095,1314,3,1Fam,1540,60,6000,True,True,False,0,3,1,1.5,5,129400
1096,1315,3,1Fam,1378,60,9600,True,True,True,1,3,1,2.0,7,161000
1097,1316,3,2fmCon,1912,60,10800,True,True,True,1,3,2,2.0,6,163000
1098,1317,3,1Fam,1484,35,6300,True,True,False,1,3,1,2.0,6,128000
1099,1318,3,1Fam,2358,50,5250,True,True,False,0,4,1,2.0,8,122000
1100,1319,3,1Fam,1111,61,5700,True,True,True,1,2,1,1.0,7,116900
1101,1321,3,1Fam,1086,60,11340,True,True,True,0,2,1,1.0,2,55000
1102,1322,3,1Fam,2495,60,10800,True,True,True,1,5,1,2.0,7,184000
1103,1323,2,1Fam,984,65,9750,False,True,True,0,2,1,1.0,5,110000
1104,1324,3,1Fam,1795,81,12150,True,True,True,0,4,1,2.0,5,131500
1105,1325,3,1Fam,882,70,12702,False,False,True,0,2,1,1.0,5,97000
1106,1326,2,1Fam,1093,52,8516,False,True,True,0,2,1,1.0,4,115500
1107,1327,3,1Fam,1143,55,7111,False,True,True,1,2,1,1.0,5,138000
1108,1329,3,1Fam,935,50,9100,False,True,True,0,2,1,1.0,5,79500
1109,1330,3,1Fam,1738,55,7010,True,True,True,1,3,1,2.0,5,153000
1110,1331,3,1Fam,784,50,6130,False,True,False,0,2,1,1.0,5,109500
1111,1332,3,1Fam,1210,50,5000,True,True,True,0,3,1,1.0,5,124000
1112,1333,3,1Fam,1290,59,5870,True,True,True,0,3,1,1.5,6,106900
1113,1334,3,1Fam,1672,50,6000,True,True,True,1,3,1,1.5,6,164900
1114,1335,3,1Fam,949,50,6000,False,True,True,1,2,1,1.0,5,119000
1115,1336,3,1Fam,1158,50,6000,True,True,True,1,3,1,1.0,6,120000
1116,1337,3,1Fam,1497,50,6000,True,True,True,0,3,1,2.0,6,157000
1117,1338,3,1Fam,1342,50,6000,True,True,True,1,2,2,2.0,6,105000
1118,1339,3,1Fam,1013,50,5000,False,True,True,0,3,1,1.0,6,113000
1119,1340,3,1Fam,1216,60,5520,True,True,True,1,3,1,1.0,5,115000
1120,1342,3,1Fam,1136,52,6240,True,True,True,0,2,1,1.0,4,123000
1121,1343,3,1Fam,808,55,6120,False,False,True,0,1,1,1.0,5,81300
1122,1344,3,1Fam,1573,52,6240,True,True,True,1,3,1,2.0,5,162900
1123,1345,3,1Fam,2009,52,6240,True,True,True,1,4,1,2.0,7,150000
1124,1346,3,1Fam,1902,51,6120,True,True,True,0,4,1,2.0,5,123500
1125,1348,3,1Fam,1362,60,6155,True,True,True,0,3,1,2.0,6,128000
1126,1349,3,1Fam,520,60,6324,False,True,True,0,1,1,1.0,4,68500
1127,1350,3,1Fam,1285,50,8635,True,True,True,0,2,1,1.0,5,127000
1128,1351,3,1Fam,1848,64,13053,True,True,True,1,4,1,1.5,6,207000
1129,1352,3,1Fam,1820,60,9120,True,True,True,0,4,1,2.0,7,184000
1130,1353,3,1Fam,1716,60,9144,True,True,True,0,4,1,2.0,6,162500
1131,1354,3,1Fam,1505,55,9144,True,True,True,0,3,1,1.0,5,145000
1132,1355,3,1Fam,838,55,10267,False,True,True,0,2,1,1.0,6,130000
1133,1356,3,2fmCon,1984,57,8094,True,True,True,0,5,1,2.0,6,160000
1134,1357,3,1Fam,1666,61,5100,True,True,True,1,3,1,1.0,8,161000
1135,1358,3,1Fam,1609,63,4347,True,True,True,0,3,1,1.0,6,127500
1136,1359,3,1Fam,768,59,6291,False,True,True,0,1,1,1.0,6,93850
1137,1361,3,1Fam,1969,60,6876,False,True,True,1,4,1,2.0,6,141000
1138,1362,3,1Fam,1308,59,10320,True,True,True,0,2,1,2.0,5,120000
1139,1363,3,1Fam,1040,60,7200,False,True,True,0,2,1,1.0,6,127500
1140,1365,3,1Fam,1406,59,7920,True,True,False,0,3,1,1.0,6,89500
1141,1366,3,1Fam,825,49,8235,False,True,True,0,2,1,1.0,5,125000
1142,1369,3,2fmCon,1344,60,10320,True,True,False,0,3,2,2.0,3,82375
1143,1370,3,1Fam,1469,60,10320,True,True,True,0,3,1,1.0,6,135000
1144,1372,2,1Fam,1211,55,8250,False,True,True,1,3,1,1.0,5,134000
1145,1374,2,1Fam,1588,80,17120,True,False,True,1,4,1,2.0,4,134432
1146,1375,3,2fmCon,1355,62,10106,True,True,False,0,4,2,2.0,5,127500
1147,1377,2,1Fam,1040,70,11200,False,True,True,0,3,1,1.0,5,129500
1148,1378,2,1Fam,1096,80,13014,False,True,True,1,3,1,1.0,6,157500
1149,1380,2,1Fam,992,68,10265,False,True,True,0,3,1,1.0,5,145000
1150,1381,2,1Fam,894,57,9764,False,True,True,0,3,1,1.0,5,130000
1151,1382,2,1Fam,1034,74,7703,False,True,True,1,3,1,1.0,6,153000
1152,1383,2,1Fam,1073,74,9981,False,True,True,0,3,1,1.0,5,120000
1153,1384,2,1Fam,1126,74,7400,False,True,True,0,2,1,1.0,5,152000
1154,1385,2,Duplex,1258,60,12900,False,True,True,0,0,2,1.0,4,108959
1155,1386,3,2fmCon,1140,60,12900,False,True,True,0,3,1,1.0,5,95541
1156,1387,2,1Fam,1006,74,9000,False,True,False,0,3,1,1.0,5,80000
1157,1388,2,1Fam,1228,74,8544,False,True,True,0,3,1,1.5,5,149350
1158,1389,2,1Fam,960,94,9239,False,True,True,0,3,1,1.0,5,144900
1159,1390,3,1Fam,1188,88,14175,False,True,True,1,1,1,1.0,6,185000
1160,1391,3,1Fam,1383,74,13284,False,True,True,1,3,1,1.0,5,165000
1161,1392,2,1Fam,1252,88,13500,False,True,True,1,1,1,1.0,6,235000
1162,1393,2,1Fam,1601,85,13825,True,True,True,0,3,1,1.0,5,140000
1163,1394,3,1Fam,672,60,10200,False,True,True,0,2,1,1.0,5,108000
1164,1396,3,1Fam,1350,63,8375,True,True,True,0,2,1,1.5,5,152400
1165,1397,2,1Fam,904,74,10200,False,True,True,0,3,1,1.0,5,144000
1166,1398,1,1Fam,1291,88,2887,False,True,True,1,2,1,1.0,6,173000
1167,1399,2,1Fam,2022,83,10005,True,True,True,1,4,1,2.5,7,192000
1168,1400,2,1Fam,1524,82,20270,False,True,True,1,3,1,2.0,7,245000
1169,1404,3,1Fam,1079,50,5190,True,True,True,1,2,1,1.0,7,125600
1170,1405,3,1Fam,1094,85,10452,False,True,True,1,3,1,1.0,6,155000
1171,1407,3,1Fam,1518,85,19550,False,True,False,1,2,1,1.0,5,260000
1172,1408,3,1Fam,1674,66,21780,True,True,True,1,4,1,2.0,6,185000
1173,1410,3,1Fam,1509,68,9571,False,True,True,1,3,1,1.0,5,159900
1174,1411,2,Duplex,864,50,9350,False,True,False,0,2,1,1.0,5,99600
1175,1412,2,1Fam,1269,50,9360,True,True,True,0,3,1,1.5,6,134500
1176,1413,3,1Fam,1367,50,8405,True,True,True,0,4,1,1.0,5,119000
1177,1414,3,2fmCon,1347,70,7000,True,True,False,0,3,1,1.0,5,107500
1178,1415,3,2fmCon,1164,68,10880,False,True,True,0,3,1,1.0,5,125000
1179,1416,3,1Fam,1096,60,9600,True,True,False,0,2,1,1.0,6,79000
1180,1417,3,1Fam,1111,60,9084,True,True,True,0,3,1,1.0,5,95000
1181,1418,1,1Fam,2329,86,11839,True,True,True,1,4,1,2.5,7,262280
1182,1420,1,1Fam,1626,80,9938,False,True,True,1,3,1,2.5,7,226500
1183,1421,1,1Fam,2200,70,14171,True,True,True,1,4,1,2.5,7,225000
1184,1422,1,1Fam,2037,85,10541,True,True,True,1,3,1,2.5,7,229000
1185,1423,0,1Fam,1356,65,10616,True,True,True,1,3,1,2.5,7,177439
1186,1424,0,1Fam,1615,65,9345,False,True,True,1,3,1,2.0,8,248500
1187,1427,1,1Fam,2097,59,11228,True,True,True,1,3,1,2.5,7,228000
1188,1428,1,1Fam,1511,70,11454,False,True,True,1,3,1,2.0,8,225000
1189,1429,2,1Fam,1643,88,11500,False,True,True,1,2,1,2.0,6,195000
1190,1430,1,1Fam,1688,79,12798,True,True,True,0,4,1,2.5,6,200000
1191,1431,1,1Fam,990,65,9750,False,True,True,0,3,1,1.0,5,155000
1192,1432,1,1Fam,1099,75,9525,False,True,True,0,3,1,1.5,5,144000
1193,1433,1,1Fam,990,57,9245,False,True,True,0,3,1,1.0,5,145000
1194,1434,1,1Fam,1418,71,8696,False,True,True,1,3,1,2.0,7,226001
1195,1435,1,1Fam,1771,71,13142,True,True,True,0,3,1,2.5,6,215700
1196,1436,1,1Fam,1652,68,8998,True,True,True,0,3,1,2.5,7,207500
1197,1438,1,1Fam,1724,57,8924,True,True,True,0,3,1,2.5,7,188000
1198,1439,1,1Fam,1479,93,9382,False,True,True,0,3,1,2.0,7,191000
1199,1440,1,1Fam,1494,88,12803,False,True,True,1,3,1,2.0,7,221000
1200,1441,1,1Fam,1792,80,12435,True,True,True,1,3,1,2.5,7,231500
1201,1442,1,1Fam,1823,75,12192,True,True,True,0,3,1,2.5,7,235000
1202,1443,1,1Fam,1786,68,11250,True,True,True,1,3,1,2.5,7,223500
1203,1444,2,1Fam,938,71,9200,False,True,True,0,3,1,1.0,5,130250
1204,1445,2,1Fam,985,65,8385,False,True,True,0,3,1,2.0,5,149900
1205,1446,2,1Fam,1174,71,12250,False,True,True,0,3,1,1.0,5,158000
1206,1447,2,1Fam,1026,71,10970,False,True,True,0,3,1,1.0,6,147000
1207,1449,2,1Fam,1558,40,14330,False,True,True,0,2,1,2.0,5,163000
1208,1450,2,1Fam,924,88,7990,False,True,True,0,3,1,1.0,5,110000
1209,1451,2,1Fam,864,60,7180,False,True,True,0,3,1,1.0,5,127000
1210,1452,2,1Fam,780,60,7200,False,True,True,0,2,1,1.0,5,124900
1211,1453,1,1Fam,1795,75,9742,False,True,True,1,3,1,2.0,8,230000
1212,1454,1,1Fam,2031,75,9473,True,True,True,1,3,1,2.5,8,237000
1213,1455,1,1Fam,1865,71,10316,True,True,True,1,3,1,2.5,7,235000
1214,1456,1,1Fam,2161,71,10400,True,True,True,1,3,1,2.5,7,230500
1215,1457,1,1Fam,1852,73,9066,True,True,True,1,3,1,2.5,8,230000
1216,1458,1,1Fam,2031,75,11404,True,True,True,1,3,1,2.5,7,222500
1217,1459,1,1Fam,2263,71,9240,True,True,True,1,3,1,2.5,8,287000
1218,1460,1,1Fam,1947,71,9720,True,True,True,1,3,1,2.5,9,274000
1219,1461,1,1Fam,1786,71,14860,False,True,True,1,3,1,2.0,8,300000
1220,1462,1,1Fam,2290,71,11250,True,True,True,1,4,1,2.5,8,255900
1221,1463,0,1Fam,1768,65,8158,True,True,True,0,3,1,2.5,7,224900
1222,1464,0,1Fam,2327,41,10905,True,True,True,1,4,1,2.5,7,240000
1223,1465,0,1Fam,1640,72,7226,True,True,True,0,3,1,2.5,7,183000
1224,1466,1,1Fam,1764,96,11690,True,True,True,1,3,1,2.5,8,207000
1225,1467,1,1Fam,1908,70,8750,True,True,True,1,4,1,2.5,7,210000
1226,1468,0,TwnhsE,848,37,4435,False,True,True,0,1,1,1.0,6,136500
1227,1469,0,TwnhsE,848,71,4426,False,True,True,0,1,1,1.0,6,145000
1228,1470,1,1Fam,1493,75,13125,False,True,True,1,3,1,2.0,6,208900
1229,1472,1,1Fam,1536,70,9135,False,True,True,0,3,1,2.0,7,214000
1230,1473,0,1Fam,1710,65,8450,True,True,True,0,3,1,2.5,7,208500
1231,1474,0,1Fam,1445,75,9750,False,True,True,0,3,1,2.0,7,186500
1232,1475,0,1Fam,1436,65,8450,False,True,True,0,3,1,2.0,7,210000
1233,1476,0,1Fam,1582,64,8320,True,True,True,0,3,1,2.5,7,185900
1234,1477,0,1Fam,1234,85,11049,False,True,True,0,3,1,2.0,8,179900
1235,1478,0,1Fam,1564,85,11058,False,True,True,0,3,1,2.0,7,218836
1236,1479,0,1Fam,1361,74,9627,False,True,True,0,3,1,2.0,7,193000
1237,1480,0,1Fam,1456,63,8199,True,True,True,1,3,1,2.5,7,189000
1238,1481,0,TwnhsE,848,71,4426,False,True,True,1,1,1,1.0,6,149300
1239,1482,0,TwnhsE,848,71,4426,False,True,True,1,1,1,1.0,6,141000
1240,1483,0,TwnhsE,848,71,4438,False,True,True,1,1,1,1.0,6,149000
1241,1484,0,TwnhsE,848,71,4438,False,True,True,1,1,1,1.0,6,144500
1242,1485,3,1Fam,796,67,8777,False,True,False,0,2,1,1.0,5,85000
1243,1486,3,Duplex,2200,67,8777,True,True,False,0,4,2,3.0,5,145900
1244,1488,2,1Fam,1256,75,9937,False,True,True,0,3,1,1.5,5,147500
1245,1490,2,1Fam,1127,65,6500,False,True,True,1,3,1,1.5,6,135000
1246,1491,3,1Fam,996,63,13907,False,True,False,1,3,1,1.0,5,108000
1247,1492,2,1Fam,1181,90,10012,False,True,True,0,3,1,2.0,4,137500
1248,1493,0,1Fam,1656,60,6931,True,True,True,1,3,1,2.5,7,165400
1249,1494,2,1Fam,1117,66,9638,False,True,True,1,3,1,1.0,6,147000
1250,1495,2,1Fam,1398,72,7200,True,True,True,1,3,1,1.5,6,160500
1251,1496,0,1Fam,1132,60,7024,False,True,True,0,2,1,1.5,4,176000
1252,1499,0,TwnhsE,1072,35,3675,False,True,True,0,2,1,1.0,6,148000
1253,1500,3,Duplex,1152,65,6040,False,False,False,0,2,2,2.0,4,82000
1254,1501,3,Duplex,1152,65,6012,False,False,False,0,2,2,2.0,4,82000
1255,1502,3,Duplex,1440,92,12108,False,True,False,0,4,2,2.0,4,118000
1256,1503,3,Duplex,1152,74,6845,False,False,False,0,2,2,2.0,4,82500
1257,1504,3,2fmCon,784,56,6931,False,True,False,0,2,1,1.0,4,91900
1258,1506,3,1Fam,1137,57,8050,True,False,False,0,4,1,1.5,5,96000
1259,1507,3,1Fam,930,68,9520,False,True,True,0,2,1,1.0,4,99000
1260,1508,3,1Fam,1200,70,11767,True,True,True,0,3,1,1.0,5,130500
1261,1509,3,1Fam,1470,60,8172,True,True,True,0,4,1,2.0,4,135000
1262,1510,3,1Fam,1393,59,16466,True,True,True,0,3,1,1.5,5,135500
1263,1512,3,1Fam,1292,67,5142,True,True,True,0,3,1,1.5,4,108000
1264,1513,3,1Fam,864,67,5604,False,True,False,0,2,1,1.0,5,98000
1265,1514,3,1Fam,864,45,8248,False,True,False,0,2,1,1.0,3,67000
1266,1515,3,2fmCon,1716,55,5687,True,True,False,0,6,1,2.0,5,135900
1267,1516,3,1Fam,1482,58,12155,True,True,True,0,4,1,2.0,6,140000
1268,1517,3,1Fam,2192,60,8400,True,True,True,1,4,1,2.5,5,179500
1269,1518,3,1Fam,1694,60,8400,True,True,True,1,4,1,2.0,6,136500
1270,1519,3,1Fam,1424,60,7290,False,True,True,1,2,1,2.0,7,168000
1271,1523,3,1Fam,1316,66,8969,True,True,True,1,2,1,1.0,6,145000
1272,1525,3,1Fam,1680,63,15576,True,True,True,0,4,1,2.0,6,177000
1273,1526,3,1Fam,1264,63,15564,True,True,True,0,3,1,1.0,6,147500
1274,1527,3,1Fam,790,52,6292,False,True,True,0,2,1,1.0,6,91000
1275,1528,3,1Fam,1512,54,7609,True,True,True,1,3,1,2.0,8,231000
1276,1529,3,1Fam,1639,51,10480,False,True,True,0,3,1,1.0,6,115000
1277,1530,3,1Fam,1603,70,9650,True,True,True,1,4,1,1.0,6,138000
1278,1531,3,1Fam,1502,60,7200,True,True,True,1,3,1,1.5,7,149000
1279,1532,3,1Fam,1660,74,11988,True,True,True,1,3,1,1.5,6,188700
1280,1533,3,1Fam,1938,70,11700,True,True,True,1,4,1,2.0,5,198000
1281,1534,3,1Fam,1374,70,9260,True,True,True,0,3,1,1.0,5,110000
1282,1535,3,1Fam,1091,79,7801,False,True,True,1,2,1,1.0,6,104000
1283,1536,3,1Fam,1873,100,9670,True,True,True,1,4,1,1.5,8,257076
1284,1538,3,1Fam,1954,70,15660,True,True,True,1,3,1,1.5,7,311500
1285,1539,3,1Fam,2161,70,12392,True,True,True,1,3,1,2.5,7,263400
1286,1540,3,1Fam,1898,56,26073,False,True,True,1,3,1,2.5,5,236500
1287,1541,3,1Fam,1640,70,14778,False,True,True,1,3,1,1.0,6,224000
1288,1542,2,Twnhs,1032,24,1879,True,True,True,1,2,1,1.0,6,116500
1289,1543,2,Twnhs,1556,24,1950,True,True,True,1,3,1,2.5,6,151000
1290,1544,3,1Fam,919,50,7000,False,True,True,0,2,1,1.0,6,126000
1291,1545,3,1Fam,1090,60,6000,True,True,True,0,3,1,1.0,6,120000
1292,1546,3,1Fam,796,40,3636,False,True,False,0,2,1,1.0,4,55000
1293,1547,3,1Fam,816,59,5890,False,True,True,0,2,1,1.0,6,120500
1294,1548,3,1Fam,778,71,6900,False,True,True,1,2,1,1.0,5,120500
1295,1549,3,1Fam,1200,58,8155,True,True,False,0,4,1,1.0,5,119000
1296,1550,2,1Fam,1656,75,6000,True,True,True,1,3,1,1.5,5,126000
1297,1551,3,1Fam,912,60,7392,False,True,True,0,2,1,1.0,5,99500
1298,1552,2,1Fam,1955,75,9000,True,True,True,0,4,1,2.0,5,165500
1299,1560,0,TwnhsE,1648,44,3843,False,True,True,1,2,1,2.0,8,294464
1300,1561,0,TwnhsE,1646,44,3811,False,True,True,1,2,1,2.0,7,250000
1301,1562,0,TwnhsE,1646,44,3842,False,True,True,1,2,1,2.0,8,275000
1302,1563,1,1Fam,2032,73,23730,False,True,True,0,3,1,3.0,7,300000
1303,1564,1,1Fam,1689,73,13265,False,True,True,1,3,1,2.0,8,271000
1304,1565,1,1Fam,1820,73,11050,True,True,True,1,3,1,2.5,7,213000
1305,1566,2,1Fam,1118,76,9880,False,True,True,1,3,1,1.0,6,171000
1306,1567,2,1Fam,1279,75,10125,False,True,True,1,3,1,2.0,6,171500
1307,1569,1,1Fam,1689,74,9990,False,True,True,1,3,1,2.0,4,228500
1308,1571,2,TwnhsE,1501,42,4084,False,True,True,1,2,1,2.0,7,241500
1309,1573,0,1Fam,1537,74,11563,False,True,True,0,3,1,2.0,8,294000
1310,1574,0,1Fam,1646,71,9520,False,True,True,1,3,1,2.0,8,293077
1311,1575,0,1Fam,1780,107,12852,True,True,True,1,3,1,2.5,8,264966
1312,1576,0,1Fam,1442,73,9802,True,True,True,0,3,1,2.5,5,172500
1313,1577,0,1Fam,1394,73,9735,True,True,True,0,3,1,2.5,5,167500
1314,1578,0,1Fam,1612,81,12018,True,True,True,0,3,1,2.5,7,218689
1315,1579,1,1Fam,1495,75,12890,False,True,True,1,3,1,2.0,6,150000
1316,1580,2,1Fam,1651,47,12416,False,True,True,1,3,1,2.0,6,184000
1317,1581,2,1Fam,1256,93,18265,False,True,True,1,3,1,2.0,6,180000
1318,1583,0,1Fam,1440,82,11202,False,True,True,1,3,1,2.0,8,232500
1319,1584,1,1Fam,1675,81,7915,False,True,True,0,3,1,2.0,6,195000
1320,1585,0,1Fam,2262,85,12244,True,True,True,1,4,1,2.5,8,305000
1321,1586,0,1Fam,1728,79,11449,False,True,True,1,3,1,2.0,8,298751
1322,1588,1,Duplex,1344,97,8940,False,True,True,0,2,2,2.0,7,209200
1323,1589,1,Duplex,1344,78,7060,False,True,True,0,2,2,2.0,7,206300
1324,1591,1,TwnhsE,1189,32,4500,False,True,True,0,2,1,2.0,6,160500
1325,1593,2,TwnhsE,1040,26,4224,False,True,True,0,3,1,1.0,5,124000
1326,1594,2,TwnhsE,1304,26,2665,True,True,True,1,3,1,1.5,5,115000
1327,1595,2,TwnhsE,1475,41,2665,True,True,True,1,4,1,2.0,5,129500
1328,1596,2,Twnhs,988,21,1974,True,True,True,0,2,1,1.0,4,105000
1329,1597,2,Twnhs,988,21,1596,True,True,True,1,1,1,1.0,4,94900
1330,1598,2,1Fam,1160,73,17979,False,True,True,0,3,1,1.0,5,152500
1331,1599,2,Twnhs,1092,21,1477,True,True,False,0,3,1,2.5,6,98000
1332,1600,2,Twnhs,630,21,1890,False,True,False,0,1,1,1.0,4,81000
1333,1601,3,1Fam,988,100,21750,False,True,True,0,2,1,1.0,5,113000
1334,1602,2,1Fam,816,59,6490,False,True,True,0,2,1,1.0,5,128500
1335,1603,2,1Fam,923,37,6951,False,True,True,0,3,1,1.0,5,119500
1336,1604,2,1Fam,816,60,6600,False,True,True,1,3,1,1.0,5,130500
1337,1605,2,1Fam,816,60,6600,False,True,True,0,2,1,1.0,5,138000
1338,1606,2,1Fam,845,60,6600,False,True,True,0,3,1,1.0,5,134500
1339,1607,3,1Fam,1750,75,12508,True,True,True,0,4,1,2.0,6,160000
1340,1608,2,1Fam,889,74,12395,False,True,True,0,3,1,1.0,5,137500
1341,1609,2,1Fam,1968,73,11075,True,True,True,1,4,1,2.5,5,172000
1342,1611,2,1Fam,1587,85,10667,False,True,True,1,3,1,2.0,6,167300
1343,1612,2,1Fam,1277,85,10628,False,True,True,1,2,1,1.0,7,167000
1344,1613,2,1Fam,2223,95,13651,False,True,True,1,3,1,2.0,7,244000
1345,1614,2,1Fam,2217,95,15865,False,True,True,1,4,1,2.0,8,268000
1346,1616,1,1Fam,1572,73,10364,True,True,True,1,3,1,2.5,6,168000
1347,1617,1,1Fam,1470,73,13869,True,True,True,0,3,1,2.0,6,177000
1348,1618,1,1Fam,1600,57,8773,True,True,True,1,3,1,2.5,6,169000
1349,1619,1,1Fam,1384,56,8872,True,True,True,1,3,1,2.5,6,161500
1350,1620,1,TwnhsE,1652,41,5330,False,True,True,0,2,1,2.0,8,251000
1351,1621,1,1Fam,1694,73,10147,True,True,True,1,3,1,2.5,6,160000
1352,1623,1,1Fam,1553,63,7875,True,True,True,0,3,1,2.5,7,178750
1353,1624,1,1Fam,1253,63,7875,False,True,True,1,3,1,2.0,7,176000
1354,1625,1,1Fam,2299,60,7500,True,True,True,1,5,1,3.5,6,204000
1355,1626,1,1Fam,1187,73,9556,False,True,True,0,3,1,2.0,7,160000
1356,1627,1,1Fam,1472,73,10784,True,True,True,1,3,1,2.5,7,160000
1357,1628,1,1Fam,1482,73,9125,True,True,True,1,3,1,2.5,7,163900
1358,1629,1,1Fam,1642,73,7655,True,True,True,1,3,1,2.5,6,168000
1359,1631,2,TwnhsE,1088,62,3696,False,True,True,0,2,1,1.5,8,170000
